species,Freeze.tmin.lo
Sphedamnocarpus galphimiifolius,FreezingUnexposed
Sphedamnocarpus humbertii,FreezingUnexposed
Sphedamnocarpus pruriens,FreezingUnexposed
Sphenoclea zeylanica,FreezingExposed
Sphenopholis filiformis,FreezingExposed
Sphenopholis nitida,FreezingExposed
Sphenopholis obtusata,FreezingExposed
Sphenopholis pallens,FreezingExposed
Sphenostemon comptonii,FreezingUnexposed
Sphenostemon lobosporus,FreezingUnexposed
Sphenostemon oppositifolius,FreezingUnexposed
Sphenostemon pachycladus,FreezingUnexposed
Sphenostemon tireliae,FreezingUnexposed
Sphenostigma hintonii,FreezingUnexposed
Sphenotoma dracophylloides,FreezingUnexposed
Sphinctospermum constrictum,FreezingExposed
Spigelia anthelmia,FreezingUnexposed
Spigelia marilandica,FreezingExposed
Spigelia multispica,FreezingUnexposed
Spiloxene canaliculata,FreezingUnexposed
Spiloxene capensis,FreezingExposed
Spinacia oleracea,FreezingExposed
Spinifex littoreus,FreezingUnexposed
Spinifex sericeus,FreezingUnexposed
Spiraea alba,FreezingExposed
Spiraea alpina,FreezingExposed
Spiraea betulifolia,FreezingExposed
Spiraea blumei,FreezingExposed
Spiraea cantoniensis,FreezingExposed
Spiraea chamaedryfolia,FreezingExposed
Spiraea chinensis,FreezingExposed
Spiraea dasyantha,FreezingExposed
Spiraea douglasii,FreezingExposed
Spiraea japonica,FreezingExposed
Spiraea latifolia,FreezingExposed
Spiraea mongolica,FreezingExposed
Spiraea prunifolia,FreezingExposed
Spiraea pubescens,FreezingExposed
Spiraea rosthornii,FreezingExposed
Spiraea salicifolia,FreezingExposed
Spiraea thunbergii,FreezingExposed
Spiraea tomentosa,FreezingExposed
Spiraea trilobata,FreezingExposed
Spiraea ulmifolia,FreezingExposed
Spiraeanthemum graeffei,FreezingUnexposed
Spiranthes cernua,FreezingExposed
Spiranthes romanzoffiana,FreezingExposed
Spiranthes sinensis,FreezingExposed
Spirodela polyrhiza,FreezingExposed
Spirodela polyrrhiza,FreezingExposed
Spirodela punctata,FreezingExposed
Spirostachys africana,FreezingUnexposed
Spodiopogon cotulifer,FreezingExposed
Spodiopogon sibiricus,FreezingExposed
Spondianthus preussii,FreezingUnexposed
Spondias cytherea,FreezingUnexposed
Spondias dulcis,FreezingUnexposed
Spondias mombin,FreezingUnexposed
Spondias pinnata,FreezingExposed
Spondias purpurea,FreezingUnexposed
Spondias radlkoferi,FreezingUnexposed
Spondias tuberosa,FreezingUnexposed
Spondias venulosa,FreezingUnexposed
Sporadanthus caudatus,FreezingUnexposed
Sporadanthus ferrugineus,FreezingUnexposed
Sporadanthus gracilis,FreezingUnexposed
Sporadanthus interruptus,FreezingUnexposed
Sporadanthus strictus,FreezingUnexposed
Sporadanthus traversii,FreezingUnexposed
Sporobolus actinocladus,FreezingUnexposed
Sporobolus africanus,FreezingExposed
Sporobolus airoides,FreezingExposed
Sporobolus asper,FreezingExposed
Sporobolus caroli,FreezingUnexposed
Sporobolus clandestinus,FreezingExposed
Sporobolus cryptandrus,FreezingExposed
Sporobolus domingensis,FreezingExposed
Sporobolus fertilis,FreezingExposed
Sporobolus floridanus,FreezingUnexposed
Sporobolus heterolepis,FreezingExposed
Sporobolus indicus,FreezingExposed
Sporobolus jacquemontii,FreezingUnexposed
Sporobolus junceus,FreezingExposed
Sporobolus mitchellii,FreezingUnexposed
Sporobolus neglectus,FreezingExposed
Sporobolus ozarkanus,FreezingExposed
Sporobolus piliferus,FreezingExposed
Sporobolus pyramidatus,FreezingExposed
Sporobolus rigens,FreezingExposed
Sporobolus silveanus,FreezingExposed
Sporobolus vaginiflorus,FreezingExposed
Sporobolus virginicus,FreezingUnexposed
Sprekelia formosissima,FreezingUnexposed
Sprengelia incarnata,FreezingExposed
Sprengelia sprengelioides,FreezingUnexposed
Spyridium globulosum,FreezingUnexposed
Spyridium oligocephalum,FreezingUnexposed
Spyridium parvifolium,FreezingExposed
Spyridium subochreatum,FreezingUnexposed
Staavia radiata,FreezingExposed
Staberoha aemula,FreezingUnexposed
Staberoha banksii,FreezingUnexposed
Staberoha cernua,FreezingUnexposed
Stachyanthus donisii,FreezingUnexposed
Stachyarrhena acuminata,FreezingUnexposed
Stachyopsis oblongata,FreezingExposed
Stachyothyrsus stapfiana,FreezingUnexposed
Stachys albicaulis,FreezingExposed
Stachys alopecuros,FreezingExposed
Stachys alpina,FreezingExposed
Stachys angustifolia,FreezingExposed
Stachys annua,FreezingExposed
Stachys arabica,FreezingUnexposed
Stachys arenaria,FreezingExposed
Stachys argillicola,FreezingUnexposed
Stachys arvensis,FreezingExposed
Stachys balansae,FreezingExposed
Stachys betoniciflora,FreezingUnexposed
Stachys bullata,FreezingExposed
Stachys byzantina,FreezingExposed
Stachys chamissonis,FreezingExposed
Stachys coccinea,FreezingExposed
Stachys cretica,FreezingExposed
Stachys germanica,FreezingExposed
Stachys grandidentata,FreezingExposed
Stachys lavandulifolia,FreezingExposed
Stachys macraei,FreezingExposed
Stachys macrantha,FreezingExposed
Stachys officinalis,FreezingExposed
Stachys palustris,FreezingExposed
Stachys pannosa,FreezingUnexposed
Stachys pilosa,FreezingExposed
Stachys plumosa,FreezingExposed
Stachys recta,FreezingExposed
Stachys scardica,FreezingExposed
Stachys setifera,FreezingExposed
Stachys sylvatica,FreezingExposed
Stachys tymphaea,FreezingExposed
Stachystemon axillaris,FreezingUnexposed
Stachytarpheta cayennensis,FreezingUnexposed
Stachytarpheta jamaicensis,FreezingUnexposed
Stachyurus chinensis,FreezingExposed
Stachyurus himalaicus,FreezingExposed
Stachyurus praecox,FreezingExposed
Stachyurus yunnanensis,FreezingExposed
Stackhousia brunonis,FreezingUnexposed
Stackhousia minima,FreezingExposed
Stackhousia monogyna,FreezingExposed
Stackhousia viminea,FreezingExposed
Stanfieldiella imperforata,FreezingUnexposed
Stangeria eriopus,FreezingExposed
Stanhopea oculata,FreezingExposed
Stanhopea tigrina,FreezingUnexposed
Stapelia trifolia,FreezingExposed
Staphylea bolanderi,FreezingExposed
Staphylea bumalda,FreezingExposed
Staphylea colchica,FreezingExposed
Staphylea pinnata,FreezingExposed
Staphylea trifolia,FreezingExposed
Staphylea trifoliata,FreezingExposed
Staudtia gabonensis,FreezingUnexposed
Staudtia kamerunensis,FreezingUnexposed
Staudtia stipitata,FreezingUnexposed
Steganotaenia araliacea,FreezingUnexposed
Steganthera laxiflora,FreezingUnexposed
Steganthera schumanniana,FreezingUnexposed
Stegnosperma cubense,FreezingUnexposed
Stegnosperma halimifolium,FreezingUnexposed
Stegolepis angustata,FreezingUnexposed
Steironema lanceolatum,FreezingExposed
Stelechocarpus burahol,FreezingUnexposed
Stellaria alsine,FreezingExposed
Stellaria aquatica,FreezingExposed
Stellaria borealis,FreezingExposed
Stellaria graminea,FreezingExposed
Stellaria holostea,FreezingExposed
Stellaria media,FreezingExposed
Stellaria palustris,FreezingExposed
Stellaria pubera,FreezingExposed
Stellaria uliginosa,FreezingExposed
Stellaria winkleri,FreezingExposed
Stellera chamaejasme,FreezingExposed
Stemmadenia donnell-smithii,FreezingUnexposed
Stemmadenia galeottiana,FreezingUnexposed
Stemmadenia grandiflora,FreezingUnexposed
Stemmadenia obovata,FreezingUnexposed
Stemmadenia pubescens,FreezingUnexposed
Stemodia durantifolia,FreezingUnexposed
Stemodia floribunda,FreezingUnexposed
Stemonocoleus micranthus,FreezingUnexposed
Stemonurus monticola,FreezingUnexposed
Stemonurus scorpioides,FreezingUnexposed
Stemonurus secundiflorus,FreezingUnexposed
Stemonurus umbellatus,FreezingUnexposed
Stenandrium dulce,FreezingExposed
Stenanona costaricensis,FreezingUnexposed
Stenanona panamensis,FreezingUnexposed
Stenanthium gramineum,FreezingExposed
Stenocarpus acacioides,FreezingUnexposed
Stenocarpus angustifolius,FreezingUnexposed
Stenocarpus comptonii,FreezingUnexposed
Stenocarpus cryptocarpus,FreezingUnexposed
Stenocarpus cunninghamii,FreezingUnexposed
Stenocarpus davallioides,FreezingUnexposed
Stenocarpus gracilis,FreezingUnexposed
Stenocarpus intermedius,FreezingUnexposed
Stenocarpus milnei,FreezingUnexposed
Stenocarpus phyllodineus,FreezingUnexposed
Stenocarpus reticulatus,FreezingUnexposed
Stenocarpus rubiginosus,FreezingUnexposed
Stenocarpus salignus,FreezingUnexposed
Stenocarpus sinuatus,FreezingUnexposed
Stenocarpus tremuloides,FreezingUnexposed
Stenocarpus trinervis,FreezingUnexposed
Stenocarpus umbelliferus,FreezingUnexposed
Stenocarpus verticis,FreezingUnexposed
Stenoloma chusanum,FreezingExposed
Stenopetalum anfractum,FreezingUnexposed
Stenopetalum nutans,FreezingUnexposed
Stenotaphrum micranthum,FreezingUnexposed
Stenotaphrum secundatum,FreezingExposed
Stephanandra chinensis,FreezingExposed
Stephanandra incisa,FreezingExposed
Stephania corymbosa,FreezingUnexposed
Stephanomeria blairii,FreezingUnexposed
Stephanomeria diegensis,FreezingUnexposed
Stephanopodium aptotum,FreezingUnexposed
Stephanopodium blanchetianum,FreezingUnexposed
Stephanopodium cuspidatum,FreezingUnexposed
Stephanopodium gentryi,FreezingUnexposed
Stephanopodium peruvianum,FreezingUnexposed
Stephanopodium venezuelanum,FreezingUnexposed
Stephanostegia hildebrandtii,FreezingUnexposed
Sterculia aerisperma,FreezingUnexposed
Sterculia africana,FreezingUnexposed
Sterculia apeibophylla,FreezingUnexposed
Sterculia apetala,FreezingUnexposed
Sterculia appendiculata,FreezingUnexposed
Sterculia bequaertii,FreezingUnexposed
Sterculia ceramica,FreezingUnexposed
Sterculia coccinea,FreezingUnexposed
Sterculia colombiana,FreezingUnexposed
Sterculia conwentzii,FreezingUnexposed
Sterculia cordata,FreezingUnexposed
Sterculia costaricana,FreezingUnexposed
Sterculia diversifolia,FreezingUnexposed
Sterculia excelsa,FreezingUnexposed
Sterculia foetida,FreezingUnexposed
Sterculia frondosa,FreezingUnexposed
Sterculia lanceolata,FreezingUnexposed
Sterculia macrophylla,FreezingUnexposed
Sterculia oblonga,FreezingUnexposed
Sterculia oblongata,FreezingUnexposed
Sterculia pexa,FreezingUnexposed
Sterculia pilosa,FreezingUnexposed
Sterculia pruriens,FreezingUnexposed
Sterculia quadrifida,FreezingUnexposed
Sterculia quinqueloba,FreezingUnexposed
Sterculia rebeccae,FreezingUnexposed
Sterculia recordiana,FreezingUnexposed
Sterculia rhinopetala,FreezingUnexposed
Sterculia rhynchocarpa,FreezingExposed
Sterculia rugosa,FreezingUnexposed
Sterculia setigera,FreezingUnexposed
Sterculia shillinglawii,FreezingUnexposed
Sterculia speciosa,FreezingUnexposed
Sterculia stipulata,FreezingUnexposed
Sterculia tessmannii,FreezingUnexposed
Sterculia tragacantha,FreezingUnexposed
Sterculia urceolata,FreezingUnexposed
Sterculia urens,FreezingUnexposed
Sterculia villosa,FreezingUnexposed
Stereospermum acuminatissimum,FreezingUnexposed
Stereospermum arcuatum,FreezingUnexposed
Stereospermum cylindricum,FreezingUnexposed
Stereospermum euphorioides,FreezingUnexposed
Stereospermum fimbriatum,FreezingUnexposed
Stereospermum hildebrandtii,FreezingUnexposed
Stereospermum kunthianum,FreezingUnexposed
Stereospermum nematocarpum,FreezingUnexposed
Stereospermum neuranthum,FreezingUnexposed
Stereospermum personatum,FreezingUnexposed
Stereospermum suaveolens,FreezingUnexposed
Stereospermum variabile,FreezingUnexposed
Sterigmapetalum obovatum,FreezingUnexposed
Sternbergia clusiana,FreezingUnexposed
Sternbergia lutea,FreezingExposed
Steudelia viridis,FreezingUnexposed
Stewartia koreana,FreezingExposed
Stewartia malacodendron,FreezingExposed
Stewartia monadelpha,FreezingExposed
Stewartia ovata,FreezingExposed
Stewartia pseudocamellia,FreezingExposed
Stewartia sinensis,FreezingExposed
Sticherus cunninghamii,FreezingExposed
Sticherus lobatus,FreezingExposed
Sticherus owhyhensis,FreezingUnexposed
Sticherus urceolatus,FreezingUnexposed
Stifftia parviflora,FreezingUnexposed
Stigmaphyllon convolvulifolium,FreezingUnexposed
Stigmaphyllon ellipticum,FreezingUnexposed
Stigmaphyllon hypargyreum,FreezingUnexposed
Stigmaphyllon lalandianum,FreezingUnexposed
Stigmaphyllon lindenianum,FreezingUnexposed
Stigmaphyllon martianum,FreezingUnexposed
Stigmaphyllon periplocifolium,FreezingUnexposed
Stigmaphyllon puberum,FreezingUnexposed
Stigmaphyllon sinuatum,FreezingUnexposed
Stigmaphyllon tarapotense,FreezingUnexposed
Stigmaphyllon tomentosum,FreezingUnexposed
Stilbe vestita,FreezingUnexposed
Stilbocarpa polaris,FreezingUnexposed
Stillingia laurifolia,FreezingUnexposed
Stillingia linearifolia,FreezingUnexposed
Stillingia sylvatica,FreezingExposed
Stipa aliena,FreezingExposed
Stipa baicalensis,FreezingExposed
Stipa barbata,FreezingExposed
Stipa breviflora,FreezingExposed
Stipa bungeana,FreezingExposed
Stipa capensis,FreezingExposed
Stipa capillacea,FreezingExposed
Stipa capillata,FreezingExposed
Stipa caudata,FreezingUnexposed
Stipa columbiana,FreezingExposed
Stipa comata,FreezingExposed
Stipa elegantissima,FreezingUnexposed
Stipa gigantea,FreezingExposed
Stipa glareosa,FreezingExposed
Stipa grandis,FreezingExposed
Stipa humilis,FreezingExposed
Stipa krylovii,FreezingExposed
Stipa lessingiana,FreezingExposed
Stipa neesiana,FreezingExposed
Stipa nelsonii,FreezingExposed
Stipa nitida,FreezingUnexposed
Stipa orientalis,FreezingExposed
Stipa pennata,FreezingExposed
Stipa przewalskyi,FreezingExposed
Stipa psylantha,FreezingExposed
Stipa pubescens,FreezingExposed
Stipa purpurea,FreezingExposed
Stipa ramosissima,FreezingUnexposed
Stipa rudis,FreezingExposed
Stipa scabra,FreezingExposed
Stipa sibirica,FreezingExposed
Stipa spartea,FreezingExposed
Stipa speciosa,FreezingExposed
Stipa splendens,FreezingExposed
Stipa subsessiliflora,FreezingExposed
Stipa tenacissima,FreezingExposed
Stipa tenuis,FreezingUnexposed
Stipa tenuissima,FreezingExposed
Stipa thurberiana,FreezingExposed
Stipa tuckeri,FreezingUnexposed
Stipa variabilis,FreezingUnexposed
Stipa viridula,FreezingExposed
Stirlingia anethifolia,FreezingUnexposed
Stirlingia divaricatissima,FreezingUnexposed
Stirlingia simplex,FreezingUnexposed
Stirlingia tenuifolia,FreezingUnexposed
Stizolophus coronopifolius,FreezingExposed
Stizophyllum riparium,FreezingUnexposed
Stoibrax dichotomum,FreezingExposed
Storckiella australiensis,FreezingUnexposed
Strangea cynanchicarpa,FreezingUnexposed
Strangea linearis,FreezingUnexposed
Strangea stenocarpoides,FreezingUnexposed
Strasburgeria robusta,FreezingUnexposed
Stratiotes aloides,FreezingExposed
Streblus asper,FreezingUnexposed
Streblus brunonianus,FreezingUnexposed
Streblus dimepate,FreezingUnexposed
Streblus elongatus,FreezingUnexposed
Streblus glaber,FreezingUnexposed
Streblus heterophyllus,FreezingUnexposed
Streblus ilicifolius,FreezingUnexposed
Streblus indicus,FreezingUnexposed
Streblus macrophyllus,FreezingUnexposed
Streblus pendulinus,FreezingUnexposed
Streblus urophyllus,FreezingUnexposed
Strelitzia juncea,FreezingUnexposed
Strephonema pseudocola,FreezingUnexposed
Streptocarpus cyaneus,FreezingUnexposed
Streptocarpus rexii,FreezingExposed
Streptochaeta angustifolia,FreezingUnexposed
Streptochaeta sodiroana,FreezingUnexposed
Streptochaeta spicata,FreezingUnexposed
Streptoglossa liatroides,FreezingUnexposed
Streptogyna americana,FreezingUnexposed
Streptogyna crinita,FreezingUnexposed
Streptopus amplexifolius,FreezingExposed
Streptopus roseus,FreezingExposed
Streptothamnus moorei,FreezingUnexposed
Striga asiatica,FreezingUnexposed
Striga gesnerioides,FreezingUnexposed
Striga hermonthica,FreezingUnexposed
Striga passargei,FreezingUnexposed
Stromanthe jacquinii,FreezingUnexposed
Stromanthe sanguinea,FreezingExposed
Stromanthe tonckat,FreezingUnexposed
Strombosia glaucescens,FreezingUnexposed
Strombosia grandifolia,FreezingUnexposed
Strombosia pustulata,FreezingUnexposed
Strombosia scheffleri,FreezingUnexposed
Strombosia zenkeri,FreezingUnexposed
Strombosiopsis tetrandra,FreezingUnexposed
Strophanthus boivinii,FreezingUnexposed
Strophanthus divaricatus,FreezingUnexposed
Strophanthus eminii,FreezingUnexposed
Strophanthus gratus,FreezingUnexposed
Strophanthus hispidus,FreezingUnexposed
Strophanthus kombe,FreezingUnexposed
Strophanthus petersianus,FreezingUnexposed
Strophanthus preussii,FreezingUnexposed
Strophanthus sarmentosus,FreezingUnexposed
Strophostyles helvula,FreezingExposed
Strophostyles pauciflorus,FreezingUnexposed
Struchium sparganophorum,FreezingUnexposed
Strumpfia maritima,FreezingUnexposed
Strychnos arborea,FreezingUnexposed
Strychnos asperula,FreezingUnexposed
Strychnos brachistantha,FreezingUnexposed
Strychnos cocculoides,FreezingUnexposed
Strychnos cogens,FreezingUnexposed
Strychnos darienensis,FreezingUnexposed
Strychnos decussata,FreezingUnexposed
Strychnos diaboli,FreezingUnexposed
Strychnos erichsonii,FreezingUnexposed
Strychnos gerrardii,FreezingUnexposed
Strychnos glabra,FreezingUnexposed
Strychnos guianensis,FreezingUnexposed
Strychnos henningsii,FreezingUnexposed
Strychnos ignatii,FreezingUnexposed
Strychnos innocua,FreezingUnexposed
Strychnos jobertiana,FreezingUnexposed
Strychnos lucida,FreezingUnexposed
Strychnos madagascariensis,FreezingUnexposed
Strychnos mellodora,FreezingUnexposed
Strychnos mitis,FreezingUnexposed
Strychnos mitscherlichii,FreezingUnexposed
Strychnos nigricans,FreezingUnexposed
Strychnos nux-blanda,FreezingUnexposed
Strychnos nux-vomica,FreezingUnexposed
Strychnos panamensis,FreezingUnexposed
Strychnos panganensis,FreezingUnexposed
Strychnos panurensis,FreezingUnexposed
Strychnos parviflora,FreezingUnexposed
Strychnos peckii,FreezingUnexposed
Strychnos poeppigii,FreezingUnexposed
Strychnos potatorum,FreezingUnexposed
Strychnos pungens,FreezingUnexposed
Strychnos rondeletioides,FreezingUnexposed
Strychnos sandwithiana,FreezingUnexposed
Strychnos spinosa,FreezingUnexposed
Strychnos tabascana,FreezingUnexposed
Strychnos tarapotensis,FreezingUnexposed
Strychnos toxifera,FreezingUnexposed
Strychnos usambarensis,FreezingUnexposed
Stryphnodendron adstringens,FreezingUnexposed
Stryphnodendron guianense,FreezingUnexposed
Stryphnodendron microstachyum,FreezingUnexposed
Stryphnodendron polystachyum,FreezingUnexposed
Stryphnodendron porcatum,FreezingUnexposed
Stryphnodendron pulcherrimum,FreezingUnexposed
Stryphnodendron purpureum,FreezingUnexposed
Stryphnodendron racemiferum,FreezingUnexposed
Stuartina muelleri,FreezingExposed
Stuckenia filiformis,FreezingExposed
Stuckenia pectinata,FreezingExposed
Stylidium adenophorum,FreezingUnexposed
Stylidium aeonioides,FreezingUnexposed
Stylidium albomontis,FreezingUnexposed
Stylidium armeria,FreezingExposed
Stylidium articulatum,FreezingUnexposed
Stylidium barleei,FreezingUnexposed
Stylidium beaugleholei,FreezingUnexposed
Stylidium breviscapum,FreezingUnexposed
Stylidium brunonianum,FreezingUnexposed
Stylidium bulbiferum,FreezingUnexposed
Stylidium caespitosum,FreezingUnexposed
Stylidium calcaratum,FreezingUnexposed
Stylidium corymbosum,FreezingUnexposed
Stylidium crossocephalum,FreezingUnexposed
Stylidium debile,FreezingUnexposed
Stylidium desertorum,FreezingUnexposed
Stylidium despectum,FreezingExposed
Stylidium dichotomum,FreezingUnexposed
Stylidium dielsianum,FreezingUnexposed
Stylidium diuroides,FreezingUnexposed
Stylidium divaricatum,FreezingUnexposed
Stylidium emarginatum,FreezingUnexposed
Stylidium graminifolium,FreezingExposed
Stylidium hispidum,FreezingUnexposed
Stylidium hortiorum,FreezingUnexposed
Stylidium hymenocraspedum,FreezingUnexposed
Stylidium junceum,FreezingUnexposed
Stylidium laricifolium,FreezingUnexposed
Stylidium lepidum,FreezingUnexposed
Stylidium leptocalyx,FreezingUnexposed
Stylidium leptophyllum,FreezingUnexposed
